"","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30","host_since_months_int"
"5621","within a few hours",100,100,"FALSE",2,"phone_email",-34.20673,18.45298,"Entire home/apt",4,2,2,4,1760,3,1125,3,1125,57,0.44,4.95,"FALSE","no",140
"5622","within an hour",90,93,"TRUE",5,"phone_email",-33.87665,18.62778,"Entire home/apt",4,2,2,2,2115,2,30,2,30,17,0.21,5,"FALSE","no",102
"5623","within an hour",100,100,"FALSE",1,"phone_email",-34.06749,18.82134,"Entire home/apt",2,1,1,1,605,2,365,2,1125,64,0.63,4.92,"TRUE","no",115
"5624","within an hour",100,92,"FALSE",1,"phone_email",-34.1580198,18.4320101,"Entire home/apt",9,3,4,5,2698,2,21,2,21,4,0.46,4.75,"FALSE","no",18
"5625","within an hour",100,100,"FALSE",1,"phone_email",-33.90989,18.4144,"Entire home/apt",4,2,2,3,1695,3,365,3,1125,25,0.74,4.52,"TRUE","no",41
"5626","within an hour",100,100,"TRUE",1,"phone_email",-34.09924,18.91434,"Entire home/apt",2,1,1,1,1473,2,30,2,1125,253,2.66,5,"TRUE","no",117
"5627","within an hour",100,99,"TRUE",13,"phone_email",-33.86685,18.62337,"Entire home/apt",4,1,0,1,800,2,1125,1.5,731,8,0.18,4.5,"TRUE","no",103
"5628","within an hour",99,100,"TRUE",46,"phone_email",-33.92031287,18.42405251,"Entire home/apt",2,1,1,1,1236,1,365,2,1125,22,1.95,4.64,"TRUE","no",64
"5629","within a day",50,90,"FALSE",1,"phone_email",-34.00926,18.34714,"Entire home/apt",16,8,8,8,15593,1,180,1.5,179,126,1.06,4.71,"FALSE","yes",125
"5630","within an hour",100,100,"TRUE",6,"phone_email",-33.98487,18.46794,"Entire home/apt",2,1,1,2,1650,1,30,1.9,570,13,0.14,4.77,"TRUE","no",148
"5631","within an hour",100,78,"TRUE",1,"phone_email",-34.09088438,18.48545058,"Entire home/apt",4,1,2,2,850,2,1125,2.4,1125,37,0.8,4.92,"FALSE","no",89
"5632","within an hour",100,97,"FALSE",2,"phone_email",-33.90176,18.39998,"Entire home/apt",2,1,0,1,1165,3,365,3.2,1125,56,1.46,4.46,"FALSE","no",48
"5633","within a few hours",100,78,"TRUE",2,"phone_email",-34.19836,18.37839,"Entire home/apt",4,1,1,2,2863,2,1125,2,1125,34,1.01,4.91,"FALSE","no",113
"5634","within an hour",100,93,"FALSE",2,"phone_email",-33.9182604,18.4179181,"Entire home/apt",4,2,2,2,1839,3,21,3.2,21,10,0.5,4.8,"FALSE","no",28
"5635","within a few hours",100,50,"FALSE",1,"phone_email",-33.9109533,18.3958877,"Entire home/apt",7,1,3,3,5500,7,40,7.1,40,1,0.05,5,"FALSE","no",177
"5636","within an hour",100,90,"FALSE",7,"phone_email",-33.91326829,18.4190782,"Entire home/apt",2,1,1,1,2711,2,28,2,28,1,1,5,"FALSE","no",14
"5637","within a few hours",100,71,"FALSE",1,"phone_email",-34.14968,18.42629,"Entire home/apt",2,1,1,1,770,2,60,2,1125,13,0.11,4.92,"FALSE","no",128
"5638","within an hour",100,83,"FALSE",4,"phone_email",-34.078,18.84725,"Entire home/apt",2,1,1,1,1270,2,365,1.3,1125,6,0.26,5,"FALSE","no",122
"5639","within an hour",100,100,"TRUE",6,"phone_email",-33.8093611,18.47057784,"Entire home/apt",2,1,1,1,1158,1,365,1,365,30,6,4.93,"TRUE","no",31
"5640","within a day",100,100,"FALSE",1,"phone_email",-34.21226,18.46074,"Entire home/apt",5,2,2,4,2280,4,100,4,1125,6,0.14,4.83,"TRUE","no",79
"5641","within an hour",100,77,"FALSE",1,"phone_email",-34.19841,18.45193,"Entire home/apt",10,4,5,5,6000,2,90,2,90,20,0.29,4.95,"FALSE","no",115
"5642","within an hour",97,95,"FALSE",31,"phone_email",-33.93178534,18.42082607,"Entire home/apt",6,3,3,3,2465,3,365,3,365,12,0.6,4.92,"FALSE","no",85
"5643","within an hour",100,94,"TRUE",2,"phone_email",-33.9239,18.41973,"Entire home/apt",2,1,1,1,1064,2,1125,2,1125,4,0.52,5,"TRUE","no",93
"5644","within an hour",93,57,"FALSE",11,"phone_email",-33.8800831,18.5026732,"Entire home/apt",2,1,1,1,585,1,365,1,365,2,0.86,4,"FALSE","no",50
"5645","within an hour",100,96,"FALSE",6,"phone_email",-33.9056763,18.5627383,"Entire home/apt",2,1,1,1,544,1,365,1,1125,41,3.34,4.68,"TRUE","no",136
"5646","within a few hours",100,89,"FALSE",5,"phone_email",-34.04613,18.34683,"Entire home/apt",8,2,3,4,5950,2,730,2,730,59,0.74,4.69,"TRUE","no",91
"5647","within an hour",100,96,"TRUE",1,"phone_email",-34.05069,18.44947,"Entire home/apt",2,1,1,1,950,3,90,3.1,90,152,1.65,4.95,"FALSE","no",127
"5648","within an hour",100,100,"FALSE",1,"phone_email",-33.8910488,18.5153131,"Entire home/apt",2,1,1,1,1152,2,365,2.3,1125,14,0.61,4.21,"TRUE","no",31
"5649","within an hour",100,94,"TRUE",2,"phone_only",-33.8106566,18.4736358,"Private room",2,1,1,1,952,1,1125,1,1125,3,0.4,4.67,"FALSE","no",21
"5650","within an hour",100,100,"TRUE",6,"phone_email",-33.91217,18.41766,"Entire home/apt",2,1,1,1,2238,2,730,2,730,69,1.88,4.94,"TRUE","no",127
"5651","within an hour",100,100,"FALSE",3,"phone_only",-33.807,18.46815,"Entire home/apt",5,2,2,5,2742,7,1125,7,1125,2,0.02,5,"FALSE","no",130
"5652","within a few hours",100,100,"FALSE",1,"phone_email",-33.83015,18.48231,"Entire home/apt",4,2,2,2,4572,4,30,4,30,3,0.03,5,"FALSE","no",122
"5653","within a few hours",100,56,"FALSE",3,"phone_email",-33.85848,18.63651,"Entire home/apt",7,3,3,4,1770,1,1125,1,1125,11,0.16,4.64,"FALSE","no",142
"5654","within an hour",89,90,"TRUE",1,"phone_email",-33.89937,18.40836,"Entire home/apt",2,1,1,1,640,3,180,3,1125,162,1.78,4.69,"FALSE","no",144
"5655","within a day",100,75,"FALSE",1,"phone_email",-34.04735246,18.45060065,"Entire home/apt",6,3,4,4,4190,5,50,5,50,1,0.11,5,"FALSE","no",142
"5656","within an hour",99,88,"FALSE",83,"phone_email",-33.911469,18.391502,"Entire home/apt",2,1,1,0,697,3,1125,44.8,1125,23,0.54,4.26,"FALSE","no",163
"5657","within a day",100,67,"FALSE",2,"phone_email",-33.8058274,18.4711884,"Entire home/apt",6,2,3,4,4050,2,365,2,365,1,0.14,5,"FALSE","no",123
"5658","within an hour",100,84,"TRUE",63,"phone_email",-33.9239,18.42157,"Entire home/apt",4,2,2,2,2649,3,120,3.9,1125,34,1.73,4.97,"FALSE","no",133
"5659","within an hour",100,96,"TRUE",4,"phone_email",-34.0448715,18.76241952,"Entire home/apt",4,2,2,2,1500,1,365,3,365,21,1.07,4.95,"FALSE","no",126
"5660","within a few hours",100,60,"FALSE",1,"phone_email",-33.9969709,18.4678045,"Entire home/apt",2,1,1,1,903,2,60,2,60,6,0.53,5,"FALSE","no",28
"5661","within an hour",96,97,"FALSE",72,"phone_email",-33.92183,18.38173,"Entire home/apt",6,3,3,4,8718,2,1125,1.2,1125,41,0.57,4.76,"TRUE","no",135
"5662","within an hour",100,95,"TRUE",7,"phone_email",-33.94052,18.49711,"Private room",2,1,1,1,679,7,365,2,365,15,0.47,4.87,"FALSE","no",101
"5663","within an hour",100,89,"FALSE",42,"phone_email",-33.91919,18.42546,"Entire home/apt",2,1,1,1,691,2,1080,2.2,1125,53,1.81,4.45,"FALSE","no",42
"5664","within an hour",97,98,"TRUE",12,"phone_email",-33.91195,18.41448,"Entire home/apt",2,1,1,1,1110,1,90,1,1125,55,3.31,4.85,"FALSE","no",30
"5665","within a day",100,100,"FALSE",1,"phone_email",-34.0624814,18.4378517,"Entire home/apt",5,2.5,3,3,3450,30,60,30,60,2,0.1,5,"FALSE","no",106
"5666","within an hour",100,100,"FALSE",2,"phone_email",-33.92664,18.41622,"Entire home/apt",2,1,1,1,941,2,60,2,1125,190,1.74,4.76,"FALSE","yes",117
"5667","within an hour",100,88,"FALSE",3,"phone_only",-33.91728,18.39312,"Entire home/apt",4,1,1,3,3890,2,21,1.5,731,5,0.22,5,"FALSE","no",86
"5668","within an hour",100,77,"FALSE",3,"phone_only",-34.12767,18.38217,"Entire home/apt",3,1,2,2,1410,2,30,2,30,7,0.16,5,"FALSE","yes",84
"5669","within an hour",100,100,"FALSE",1,"phone_email",-33.96888,18.45983,"Entire home/apt",4,2,2,2,1900,2,1125,2.2,1125,34,0.41,4.85,"TRUE","yes",123
"5670","within an hour",80,97,"TRUE",46,"phone_email",-33.90915,18.42156,"Private room",2,1.5,1,1,3000,1,365,2.2,731,1,0.11,5,"TRUE","no",83
"5671","within an hour",100,100,"FALSE",2,"phone_email",-34.06625,18.88583,"Entire home/apt",2,2,2,2,1658,7,365,3.8,731,1,0.36,4,"TRUE","no",21
"5672","within a day",55,5,"FALSE",37,"phone_email",-33.91037,18.41885,"Entire home/apt",4,2,2,2,8550,1,365,1,365,1,0.07,5,"FALSE","no",41
"5673","within an hour",100,94,"FALSE",21,"phone_email",-33.91094,18.39645,"Entire home/apt",2,1,1,1,505,2,180,3.5,1125,62,2.5,4.81,"FALSE","no",62
"5674","within a day",100,100,"TRUE",1,"phone_email",-34.2050446,18.4564558,"Entire home/apt",2,1,1,3,1434,2,365,2,365,14,0.61,4.93,"FALSE","no",152
"5675","within an hour",100,97,"FALSE",1,"phone_email",-33.91423,18.42187,"Entire home/apt",6,2.5,3,4,2172,3,1125,3,1125,207,2.21,4.81,"FALSE","no",101
"5676","within an hour",100,100,"FALSE",37,"phone_email",-34.16269701,18.87089878,"Entire home/apt",6,3,3,4,4189,1,1125,2.4,1125,6,0.12,4.17,"TRUE","yes",103
"5677","within an hour",100,100,"TRUE",2,"phone_only",-33.9191835,18.4217517,"Entire home/apt",2,1,1,1,2700,2,365,2,365,3,0.3,5,"FALSE","no",111
"5678","within an hour",100,90,"FALSE",109,"phone_email",-33.92119,18.41702,"Entire home/apt",2,1,1,1,919,2,365,2.3,365,62,1.46,4.68,"TRUE","no",141
"5679","within an hour",90,76,"FALSE",1,"phone_email",-33.9204019,18.42431,"Entire home/apt",2,1,1,1,1242,1,365,1,365,17,1.51,4.35,"FALSE","no",120
"5680","within an hour",100,95,"TRUE",2,"phone_email",-33.875,18.62923,"Entire home/apt",2,1,0,1,878,2,14,2,1125,106,2.11,4.84,"TRUE","no",116
"5681","within an hour",100,99,"FALSE",165,"phone_email",-33.91805,18.38705,"Entire home/apt",2,1,1,1,1127,1,365,3.8,365,10,1.08,4.3,"TRUE","no",53
"5682","within an hour",100,100,"FALSE",38,"phone_email",-33.91415,18.41663,"Entire home/apt",4,2,2,3,3474,2,1125,2.1,108,9,0.22,4.67,"TRUE","no",51
"5683","within an hour",100,91,"TRUE",1,"phone_email",-33.94537735,18.41398811,"Entire home/apt",4,2,2,2,4427,5,365,5,365,34,1.59,4.97,"FALSE","no",117
"5684","within a few hours",100,100,"FALSE",3,"phone_email",-33.94348,18.41262,"Entire home/apt",6,2.5,3,4,9215,10,21,10,21,2,0.06,5,"FALSE","yes",126
"5685","within a day",100,67,"FALSE",1,"phone_email",-34.06825,18.86314,"Entire home/apt",5,2.5,4,4,3600,5,10,5,10,1,0.11,5,"FALSE","no",103
"5686","within an hour",97,74,"TRUE",35,"phone_email",-33.80913219,18.46892282,"Entire home/apt",2,1,1,1,1629,3,365,3,365,9,0.37,4.89,"FALSE","no",165
"5687","within an hour",100,100,"TRUE",9,"phone_email",-33.949475,18.37930313,"Entire home/apt",4,2.5,2,3,4243,1,365,2,731,6,1.68,4.83,"FALSE","no",162
"5688","within an hour",100,100,"TRUE",1,"phone_email",-33.8958113,18.5076612,"Entire home/apt",2,1,0,1,972,2,365,2.3,1125,20,0.98,4.7,"TRUE","no",29
"5689","within an hour",99,90,"TRUE",51,"phone_email",-34.01587,18.42244,"Entire home/apt",8,5.5,4,4,8286,4,150,4.1,150,18,0.44,5,"FALSE","no",141
"5690","within a day",50,63,"FALSE",1,"phone_email",-33.6992,18.44113,"Entire home/apt",2,1,0,1,817,2,90,2,90,28,0.36,5,"FALSE","yes",123
"5691","within an hour",94,99,"TRUE",21,"phone_email",-33.93668,18.37819,"Entire home/apt",6,3,3,4,5708,2,365,2,627.4,69,1.46,4.61,"TRUE","no",55
"5692","within a few hours",100,75,"FALSE",11,"phone_email",-34.12612,18.44974,"Entire home/apt",4,2,2,3,3500,3,365,3,365,11,0.96,5,"FALSE","no",93
"5693","within a few hours",96,73,"TRUE",33,"phone_email",-33.91133,18.39251,"Entire home/apt",4,2,2,2,3933,2,365,2,365,11,0.31,4.82,"FALSE","no",136
"5694","within an hour",100,89,"TRUE",62,"phone_email",-33.9603889,18.381407,"Entire home/apt",2,2,1,1,3845,1,365,2,365,20,1.71,4.75,"FALSE","no",130
"5695","within an hour",100,96,"TRUE",4,"phone_email",-33.85712437,18.4899877,"Entire home/apt",6,4,3,3,4469,2,90,5.2,90,17,2.09,4.94,"FALSE","no",152
"5696","within an hour",100,97,"TRUE",2,"phone_email",-33.92043,18.42599,"Entire home/apt",2,1.5,1,1,852,2,30,2,30,33,1.41,4.82,"FALSE","no",92
"5697","within a day",100,86,"FALSE",2,"phone_email",-34.138901,18.328859,"Entire home/apt",8,4,4,4,3750,2,1125,2,1125,12,0.1,4.75,"FALSE","yes",169
"5698","within an hour",100,99,"FALSE",165,"phone_email",-33.92712,18.44574,"Entire home/apt",2,1,1,1,905,1,1125,3.8,1125,10,0.23,4.7,"TRUE","no",53
"5699","within an hour",85,72,"FALSE",21,"phone_email",-33.91048,18.41285,"Entire home/apt",4,2,2,2,4235,1,365,1,365,15,0.42,4.8,"FALSE","no",88
"5700","within a day",100,60,"FALSE",1,"phone_only",-33.90918477,18.39576691,"Private room",2,1,1,1,702,2,14,2,14,1,0.3,5,"FALSE","yes",60
"5701","within an hour",100,82,"FALSE",5,"phone_email",-33.91788,18.38626,"Entire home/apt",4,1,2,3,2483,2,1125,2.6,1125,35,0.21,4.63,"FALSE","no",183
"5702","within a few hours",100,96,"TRUE",5,"phone_email",-34.10918,18.82117,"Entire home/apt",4,2,2,2,1207,28,180,27.3,180,4,0.2,5,"FALSE","no",47
"5703","within a day",61,64,"FALSE",33,"phone_email",-33.79169,18.45643,"Entire home/apt",4,3,2,3,2229,3,1125,3,1125,1,0.14,5,"TRUE","no",44
"5704","within an hour",94,97,"TRUE",14,"phone_email",-33.95878,18.38687,"Entire home/apt",10,4,5,6,10849,3,1125,3.1,1125,141,1.52,4.89,"FALSE","no",101
"5705","within an hour",100,60,"FALSE",3,"phone_email",-33.79810821,18.50327878,"Entire home/apt",4,2,2,1,1235,1,360,1,1125,2,0.19,5,"TRUE","yes",128
"5706","within a few hours",100,88,"TRUE",5,"phone_email",-33.91956461,18.41792176,"Entire home/apt",6,3,3,3,1943,2,28,2,28,23,1.25,5,"FALSE","no",145
"5707","within an hour",100,100,"FALSE",2,"phone_email",-33.9141034,18.6797609,"Entire home/apt",2,1,1,0,800,1,365,1,731,1,0.06,5,"TRUE","yes",88
"5708","within an hour",100,85,"TRUE",16,"phone_email",-33.91286737,18.41850467,"Entire home/apt",4,2,2,2,2951,3,365,3,365,44,1.69,4.93,"FALSE","no",133
"5709","within a day",100,50,"FALSE",2,"phone_email",-34.01514,18.38873,"Entire home/apt",8,2.5,4,4,6500,14,90,14,90,1,0.03,5,"FALSE","yes",121
"5710","within a day",100,93,"TRUE",2,"phone_email",-33.95847,18.46474,"Entire home/apt",4,2,2,3,950,2,60,2,60,53,0.41,4.92,"FALSE","no",138
"5711","within an hour",100,99,"FALSE",43,"phone_email",-33.9164026,18.4178684,"Entire home/apt",2,1,2,2,2738,1,1125,1.1,956.8,1,1,4,"TRUE","no",38
"5712","within an hour",100,86,"FALSE",1,"phone_email",-33.98324096,18.4849641,"Entire home/apt",8,3,4,0,2291,2,1080,2.2,1125,8,1.36,4.38,"FALSE","no",14
"5713","within an hour",100,100,"TRUE",5,"phone_email",-33.9291671,18.4102771,"Entire home/apt",6,3,3,4,7000,14,30,14,1125,1,0.05,5,"FALSE","yes",117
"5714","within a few hours",100,70,"FALSE",1,"phone_email",-33.8897132,18.4922883,"Entire home/apt",2,1,1,1,520,2,730,2,730,15,0.38,4.93,"FALSE","no",101
"5715","within a few hours",100,96,"TRUE",2,"phone_only",-33.81225,18.47126,"Entire home/apt",2,1,1,1,1095,3,60,3,60,97,1.14,4.91,"FALSE","no",98
"5716","within a few hours",88,33,"FALSE",2,"phone_email",-33.91543,18.39287,"Entire home/apt",2,1,1,1,2136,10,100,10,100,1,0.11,5,"FALSE","yes",148
"5717","within an hour",100,96,"TRUE",10,"phone_only",-33.91218,18.41458,"Entire home/apt",2,1,1,1,1120,10,365,10,365,8,0.76,4.63,"FALSE","no",138
"5718","within an hour",100,99,"TRUE",11,"phone_email",-33.9082371,18.3999739,"Entire home/apt",4,1,2,2,1462,2,365,2,365,11,0.49,4.91,"TRUE","no",142
"5719","within an hour",100,94,"FALSE",2,"phone_only",-33.81386503,18.47172057,"Entire home/apt",4,2,2,3,1189,2,365,2,365,1,0.12,5,"FALSE","no",110
"5720","within an hour",100,87,"FALSE",4,"phone_email",-34.03268,18.35906,"Private room",2,1,1,1,1322,1,90,1.3,90,10,0.31,4.5,"FALSE","no",119
"5721","within an hour",100,97,"FALSE",4,"phone_email",-33.9182604,18.4179181,"Entire home/apt",2,1,1,1,1228,2,365,2,1125,25,1.12,4.84,"FALSE","no",109
"5722","within an hour",100,100,"TRUE",2,"phone_email",-34.00926,18.34865,"Entire home/apt",2,1,1,1,2755,3,200,3.2,1125,31,0.45,4.9,"FALSE","no",113
"5723","within an hour",100,100,"TRUE",12,"phone_email",-33.80304,18.46783,"Private room",2,1.5,1,1,1565,1,1125,1.4,731,1,0.02,5,"TRUE","no",154
"5724","within an hour",100,98,"TRUE",48,"phone_email",-34.10947,18.46732,"Entire home/apt",4,1.5,2,2,1103,2,365,5.4,365,3,0.15,4,"TRUE","no",92
"5725","within a few hours",100,94,"TRUE",7,"phone_email",-33.93024221,18.38080043,"Entire home/apt",6,3,3,3,2500,2,365,2.2,365,1,0.7,5,"FALSE","no",136
"5726","within an hour",100,86,"TRUE",1,"phone_email",-33.8137649,18.4732613,"Entire home/apt",2,1,1,2,1043,3,365,3,365,18,0.82,4.94,"FALSE","yes",103
"5727","within an hour",100,79,"FALSE",1,"phone_email",-33.94778036,18.38051646,"Entire home/apt",8,4.5,4,5,18000,2,14,2.6,14,6,0.57,5,"FALSE","yes",145
"5728","within an hour",94,98,"TRUE",2,"phone_email",-33.93323,18.40955,"Entire home/apt",6,2,3,3,2103,3,1125,3,1125,132,1.24,4.86,"FALSE","no",123
"5729","within a day",100,64,"FALSE",2,"phone_email",-33.98482,18.44291,"Entire home/apt",7,3.5,4,5,8500,3,365,3.1,365,30,0.24,5,"FALSE","no",137
"5730","within an hour",100,94,"TRUE",21,"phone_email",-33.9128407,18.4183492,"Entire home/apt",4,1,2,2,1793,1,91,1,91,26,3.77,4.88,"FALSE","no",78
"5731","within an hour",100,100,"FALSE",48,"phone_email",-33.79241433,18.45865031,"Entire home/apt",2,1,0,1,1008,1,365,3,731,4,0.47,4.5,"TRUE","no",99
"5732","within an hour",100,67,"FALSE",1,"phone_email",-33.90998612,18.39529,"Entire home/apt",8,3.5,4,4,7740,3,30,2.5,731,3,0.74,4.67,"TRUE","no",145
"5733","within an hour",100,96,"TRUE",41,"phone_email",-33.95918,18.38063,"Entire home/apt",4,2,2,3,3118,3,60,3.1,1125,83,0.72,4.95,"FALSE","no",126
"5734","within a few hours",90,93,"FALSE",1,"phone_email",-33.8148018,18.4730819,"Entire home/apt",2,1,1,2,1080,2,1125,2.4,1043.9,6,0.73,4.67,"FALSE","no",39
"5735","within an hour",100,67,"FALSE",1,"phone_email",-33.9084037,18.398655,"Entire home/apt",4,1,2,2,2565,3,30,3,30,1,0.12,5,"FALSE","no",18
"5736","within an hour",100,97,"FALSE",1,"phone_email",-33.92686,18.4086,"Entire home/apt",4,2,2,2,1438,3,365,3.2,1125,58,1.52,4.52,"FALSE","no",46
"5737","within an hour",100,91,"TRUE",52,"phone_email",-33.91084,18.4104,"Entire home/apt",1,1,1,1,1200,1,1125,2,1125,8,0.62,4.88,"FALSE","no",21
"5738","within an hour",100,96,"TRUE",6,"phone_email",-33.86458,18.61445,"Entire home/apt",3,1,1,3,1315,1,1125,1.1,731,9,0.13,4.67,"FALSE","no",144
"5739","a few days or more",25,44,"FALSE",1,"phone_email",-33.87553,18.59934,"Entire home/apt",4,1,1,2,500,2,365,2,365,13,0.71,4.92,"FALSE","no",137
"5740","within an hour",99,99,"TRUE",22,"phone_email",-33.92469,18.38134,"Entire home/apt",5,2,3,3,1338,6,1125,6,1125,21,0.36,4.24,"FALSE","no",133
"5741","within a few hours",88,100,"FALSE",1,"phone_email",-33.8112726,18.5051654,"Private room",2,1,1,1,738,1,365,1,365,1,0.3,5,"TRUE","no",20
"5742","within an hour",100,98,"FALSE",19,"phone_email",-33.88777,18.52039,"Entire home/apt",2,1,1,1,1502,7,1125,1.2,731,23,0.48,4.43,"FALSE","no",93
"5743","within an hour",100,97,"FALSE",13,"phone_email",-33.91041,18.39736,"Entire home/apt",4,2,2,2,2470,3,180,3,180,37,1.01,4.78,"FALSE","no",170
"5744","within an hour",100,67,"FALSE",3,"phone_email",-33.91951,18.39107,"Entire home/apt",5,2,3,5,3429,5,1123,5.1,1123,1,0.02,5,"FALSE","no",83
"5745","within an hour",100,92,"FALSE",4,"phone_email",-33.91050055,18.39342712,"Entire home/apt",2,1,1,1,1128,1,365,1,365,15,1.31,4.73,"FALSE","yes",49
"5746","within a few hours",100,84,"TRUE",5,"phone_email",-33.97918,18.45549,"Entire home/apt",2,1,1,1,700,2,27,2,27,168,1.01,4.96,"FALSE","no",196
"5747","within an hour",100,90,"FALSE",176,"phone_only",-33.95478,18.38743,"Entire home/apt",10,5,5,5,17099,4,1125,4.3,1125,19,0.2,4.84,"FALSE","no",123
"5748","within a few hours",100,100,"TRUE",2,"phone_email",-33.99862,18.50258,"Entire home/apt",1,1,1,1,229,3,30,3,1125,36,0.51,4.86,"TRUE","yes",99
"5749","within an hour",97,95,"FALSE",31,"phone_email",-33.93384077,18.42087904,"Entire home/apt",2,1,1,1,816,2,365,2,365,46,1.86,4.8,"FALSE","no",85
"5750","within a day",100,97,"TRUE",2,"phone_email",-34.02633,18.42669,"Entire home/apt",2,1.5,1,1,1215,2,180,2,180,93,1.09,4.99,"FALSE","yes",131
"5751","within an hour",100,100,"TRUE",1,"phone_email",-33.81195,18.47055,"Entire home/apt",2,1,1,1,1188,2,1125,2,1125,22,0.21,4.95,"TRUE","yes",136
"5752","within a few hours",100,100,"FALSE",1,"phone_only",-33.91728,18.4227,"Entire home/apt",4,2,2,0,3690,2,30,2,30,8,0.38,5,"FALSE","no",113
"5753","within a day",100,95,"TRUE",3,"phone_email",-33.8828,18.48691,"Entire home/apt",2,1,1,1,858,2,120,2.2,120,36,1.27,4.89,"FALSE","no",137
"5754","within an hour",97,100,"FALSE",6,"phone_email",-33.9191835,18.4217517,"Entire home/apt",2,1,1,1,1316,2,365,2.3,1125,10,0.76,4.9,"TRUE","no",27
"5755","within a few hours",100,73,"FALSE",3,"phone_email",-33.99186,18.4435,"Entire home/apt",8,3.5,3,3,18609,7,30,6.8,30,4,0.06,5,"FALSE","no",133
"5756","within an hour",100,99,"TRUE",6,"phone_email",-33.93445,18.42088,"Private room",2,1.5,1,2,395,1,80,1,1125,34,0.96,4.94,"FALSE","yes",157
"5757","within an hour",100,90,"TRUE",72,"phone_email",-33.92326,18.41501,"Entire home/apt",2,1,1,1,1213,2,90,3.3,248.9,88,1.49,4.76,"TRUE","no",153
"5758","within an hour",100,100,"FALSE",1,"phone_only",-33.91748,18.41706,"Entire home/apt",2,1,1,1,2470,3,1125,3,1125,12,0.35,5,"FALSE","yes",133
"5759","a few days or more",40,100,"FALSE",4,"phone_email",-33.80301682,18.50248097,"Private room",2,1,1,1,454,1,365,1,365,2,0.28,2.5,"TRUE","no",22
"5760","within a day",100,47,"TRUE",2,"phone_email",-33.73098,18.43783,"Entire home/apt",2,1,1,2,874,1,365,1,365,12,0.61,5,"FALSE","no",84
"5761","within an hour",100,87,"TRUE",1,"phone_email",-33.9365351,18.4196805,"Entire home/apt",2,1,1,1,831,2,30,2,30,27,1.07,5,"FALSE","no",35
"5762","within an hour",100,97,"TRUE",2,"phone_email",-33.91662802,18.41899204,"Entire home/apt",2,1,1,1,1901,2,365,4.6,1125,3,0.41,5,"TRUE","no",142
"5763","within an hour",100,78,"TRUE",55,"phone_email",-34.00838,18.42974,"Entire home/apt",4,2,2,3,4158,4,1125,4,1125,45,0.48,4.82,"FALSE","no",126
"5764","within an hour",100,85,"TRUE",3,"phone_email",-34.16283,18.42819,"Entire home/apt",3,2,2,2,2256,5,90,5,90,29,0.63,4.97,"FALSE","no",117
"5765","within an hour",100,96,"TRUE",148,"phone_email",-33.91309,18.41871,"Entire home/apt",2,1,1,1,1157,2,1125,2,1125,90,2.19,4.72,"FALSE","no",91
"5766","within an hour",99,90,"FALSE",69,"phone_email",-33.95667,18.37821,"Private room",2,1,1,1,3453,1,365,1,365,8,0.59,4.5,"TRUE","no",41
